,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
20370,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","19,42501943",CTS
20371,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","18,90482889",CTS
20372,AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,145844156",CTS
20373,BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","32,33083806",CTS
20374,BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,56178918",CTS
20375,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","12,30098543",CTS
20376,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,542428779",CTS
20377,BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","6,330388015",CTS/MoI
20378,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","20,96151175",CTS
20379,BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","22,37421527",CTS/DATASUS
20380,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","13,89418332",CTS
20381,BTN,Bhutan,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","6,860788136",CTS
20382,BWA,Botswana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","89,45955902",CTS
20383,CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","8,253639791",CTS
20384,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","19,26911556",CTS
20385,CMR,Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,000336453",CTS/NSO
20386,COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","34,59212773",CTS
20387,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","35,3301367",CTS
20388,CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","2,262558614",CTS
20389,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","6,067826334",CTS
20390,DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","12,14703339",CTS
20391,DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","16,66793991",CTS
20392,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","37,33494735",CTS
20393,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","9,391195949",CTS/NGO
20394,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,558053033",CTS
20395,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","35,57987232",CTS
20396,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","3,369661565",CTS
20397,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","11,43335109",CTS
20398,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","27,45291229",CTS
20399,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","39,62465726",CTS/MoI
20400,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","98,96897715",CTS
20401,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","52,9672753",CTS
20402,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","39,80973289",CTS
20403,GHA,Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,544418246",CTS
20404,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,636189156",CTS
20405,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","164,1558105",CTS
20406,GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","34,66046994",CTS
20407,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","25,33862183",CTS
20408,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,853224348",CTS
20409,HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","5,137444929",CTS
20410,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","7,371481155",CTS
20411,HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","5,168926995",CTS
20412,IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","20,92549734",CTS
20413,IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,452611403",CTS
20414,ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","43,09063488",CTS
20415,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","14,9357864",CTS
20416,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","19,28779806",CTS
20417,JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,830040313",CTS
20418,JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,063517539",CTS/MoI
20419,KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,806263174",CTS
20420,KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","7,548786171",CTS
20421,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","62,96898777",CTS
20422,LBN,Lebanon,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,65337271",CTS
20423,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","14,50597395",CTS
20424,LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","7,740736918",CTS
20425,LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","2,552949774",CTS
20426,LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","16,49747501",CTS
20427,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","10,64810032",CTS
20428,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","4,288145643",CTS
20429,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","3,532415857",CTS
20430,MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","8,233795712",CTS
20431,MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","14,27003358",CTS
20432,MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,800033348",CTS
20433,MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","3,298677812",CTS
20434,MMR,Myanmar,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,626634182",CTS
20435,MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,430734563",CTS
20436,MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","12,17241112",CTS
20437,MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","2,080398943",CTS
20438,MYS,Malaysia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","4,150603285",CTS
20439,NAM,Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","48,89321353",CTS
20440,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","11,84429224",CTS
20441,NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","41,52540624",CTS
20442,NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","32,26549623",CTS
20443,PAK,Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","2,135594014",CTS
20444,PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","54,23345815",CTS/PPR
20445,PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","29,50629634",CTS
20446,POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,478074777",CTS
20447,PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","3,058789349",CTS
20448,PRY,Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","17,64698328",CTS
20449,PSE,State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,258994996",CTS
20450,ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","8,203872032",CTS
20451,RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","5,837217355",CTS
20452,SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","5,803850169",CTS
20453,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","31,11526617",CTS
20454,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,263929557",CTS
20455,SUR,Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","41,84065957",CTS
20456,SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","1,686006567",CTS
20457,SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","6,89446417",CTS
20458,SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","85,67871254",CTS
20459,THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","2,439991289",CTS
20460,TJK,Tajikistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,356274364",CTS
20461,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","6,060019221",CTS/NGO
20462,UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,851748659",CTS/DMDB
20463,URY,Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","7,757166849",CTS
20464,USA,United States of America,Americas,Northern America,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","37,63447217",CTS
20465,UZB,Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","0,414595479",CTS
20466,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","21,98169785",CTS/NGO
20467,XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population","3,591311182",CTS
20468,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,276938813",CTS
20469,ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","0,67270715",CTS
20470,ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","15,00548405",CTS
20471,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","20,63419726",CTS
20472,AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","0,193930142",CTS
20473,BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","34,8966793",CTS
20474,BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,161799791",CTS
20475,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","11,76743143",CTS
20476,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","0,611444467",CTS
20477,BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,999767518",CTS/MoI
20478,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","26,45811009",CTS
20479,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","18,13658986",CTS
20480,CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","8,709752057",CTS
20481,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","21,86405146",CTS
20482,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","35,50669903",CTS
20483,CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","4,420553807",CTS
20484,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","14,18547542",CTS
20485,DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","12,48073414",CTS
20486,DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","13,80977041",CTS
20487,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","45,40298221",CTS
20488,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","12,14260928",CTS/NGO
20489,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,774640206",CTS
20490,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","35,12244281",CTS
20491,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","4,51282021",CTS
20492,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","13,99863476",CTS
20493,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","35,63950237",CTS
20494,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","52,5604231",CTS/MoI
20495,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","93,37968379",CTS
20496,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","62,5799326",CTS
20497,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","43,2489644",CTS
20498,GHA,Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,25483389",CTS
20499,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,479568689",CTS
20500,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","153,2782281",CTS
20501,GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","39,83307138",CTS
20502,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","41,51301259",CTS
20503,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,054095233",CTS
20504,HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","18,50492287",CTS
20505,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","11,10800229",CTS
20506,HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","4,871374096",CTS
20507,IDN,Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","0,425200523",CTS
20508,IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","21,9190675",CTS
20509,IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,527216657",CTS
20510,ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","56,97544115",CTS
20511,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","16,57292384",CTS
20512,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","16,30303127",CTS
20513,JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,623569129",CTS
20514,JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,113852667",CTS/MoI
20515,KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,775283652",CTS
20516,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","44,11162341",CTS
20517,LBN,Lebanon,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","0,08940336",CTS
20518,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","12,80256497",CTS
20519,LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","5,123016432",CTS
20520,LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,440205106",CTS
20521,LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","17,20575423",CTS
20522,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","9,178625117",CTS
20523,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","4,369311702",CTS
20524,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,405831066",CTS
20525,MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","18,0647765",CTS
20526,MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,188591424",CTS
20527,MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","6,075011201",CTS
20528,MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,274172445",CTS
20529,MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","13,11315578",CTS
20530,MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,771543942",CTS
20531,MYS,Malaysia,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","4,050768761",CTS
20532,NAM,Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","47,74418602",CTS
20533,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","13,71295673",CTS
20534,NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","45,73367381",CTS
20535,NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","37,33141406",CTS
20536,PAK,Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","2,256677712",CTS
20537,PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","75,12754331",CTS/PPR
20538,PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","34,59242688",CTS
20539,POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","1,519275772",CTS
20540,PRI,Puerto Rico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","6,296014653",CTS
20541,PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population","3,858076056",CTS
